ARO_accession,ARO_name,ARO_description,"AMR Gene Family","Drug Class","Antibiotic class","Resistance Mechanism",Total_reads,Gene_Count
ARO:3004667,"Staphylococcus aureus norA","NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin, enoxacin, ofloxacin, and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid, oxolinic acid, and sparfloxacin in S. aureus and Escherichia coli.","major facilitator superfamily (MFS) antibiotic efflux pump","fluoroquinolone antibiotic",Fluoroquinolone,"antibiotic efflux",1540,44
ARO:3004669,emtA,"A rRNA methyltransferase conferring high-level evernimicin resistance","non-erm 23S ribosomal RNA methyltransferase (G748)","lincosamide antibiotic;macrolide antibiotic",MLS,"antibiotic target alteration",1200,4
ARO:3004670,FosB1,"Subtype of FosB, fosfomycin resistant. S.aureus SA1129 carried a FosB1 identical to S. haemolyticus","fosfomycin thiol transferase",fosfomycin,Fosfomycin,"antibiotic inactivation",2,1
ARO:3004673,FosB6,"Fosfomycin resistance gene. High homology with FosB1 and FosB3","fosfomycin thiol transferase",fosfomycin,Fosfomycin,"antibiotic inactivation",36,1
ARO:3004674,FosD,"A fosfomycin resistance gene.","fosfomycin thiol transferase",fosfomycin,Fosfomycin,"antibiotic inactivation",96,12
ARO:3004675,aphA15,"Expression of cloned aphA15 gene in Escherichia coli reduced the susceptibility to kanamycin and neomycin, as well as to amikacin, netilmicin, and streptomycin",APH(3'),"aminoglycoside antibiotic",Aminoglycoside,"antibiotic inactivation",344,2
ARO:3004677,rmtD2,"The first allele of a 16S rRNA methyltransferase gene, rmtD2, confers a high resistance to all clinically available aminoglycosides","16S rRNA methyltransferase (G1405)","aminoglycoside antibiotic",Aminoglycoside,"antibiotic target alteration",4104,69
ARO:3004678,rmtE,"Aminoglycoside-resistance gene","16S rRNA methyltransferase (G1405)","aminoglycoside antibiotic",Aminoglycoside,"antibiotic target alteration",232,6
ARO:3004679,rmtE2,"16S rRNA mathyltransferase gene with a single nucleotide mutation compared to rmtE.","16S rRNA methyltransferase (G1405)","aminoglycoside antibiotic",Aminoglycoside,"antibiotic target alteration",110,2
ARO:3004680,APH(3')-VIIIa,"APH(3')-VIIIa is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides found in Streptomyces rimosus.",APH(3'),"aminoglycoside antibiotic",Aminoglycoside,"antibiotic inactivation",2,1
ARO:3004682,aadA27,"Small mobilizable plasmid pALWED1.8 containing a novel variant of the streptomycin/spectinomycin resistance gene",ANT(3''),"aminoglycoside antibiotic",Aminoglycoside,"antibiotic inactivation",1148,12
ARO:3004683,aadS,"a novel Tn4551 streptomycin-resistance gene that was phenotypically silent in wild-type Bacteroides; expression could be activated by a trans-acting chromosomal mutation",ANT(6),"aminoglycoside antibiotic",Aminoglycoside,"antibiotic inactivation",932,10
ARO:3004684,MCR-9.1,"A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",8354,80
ARO:3004685,MCR-1.5,"A plasmid-mediated MCR-1 variant identified from polyclonal clinical Escherichia coli.","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",108,2
ARO:3004690,MCR-1.13,"A plasmid-mediated phosphoethanolamine transferase and MCR-1 variant identified from Escherichia coli","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",114,3
ARO:3004691,MCR-3.4,"A plasmid-mediated MCR-3.1 variant","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",1924,23
ARO:3004693,MCR-3.12,"A plasmid-mediated phosphoethanolamine transferase and MCR-3 variant conferring resistance to colistin antibiotics.","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",250,2
ARO:3004694,MCR-4.2,"A plasmid-mediated MCR-4 variant which confers resistance to colistin antibiotics.","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",22584,182
ARO:3004695,MCR-4.3,"A plasmid-mediated MCR-4 variant and colistin resistance gene from clinical Enterobacteriaceae","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",938,8
ARO:3004696,MCR-4.4,"A plasmid-mediated MCR-4 variant and colistin resistance gene","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",2198,15
ARO:3004697,MCR-4.5,"A plasmid-mediated MCR-4 variant and colistin resistance gene","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",8600,22
ARO:3004698,MCR-5.2,"A plasmid-mediated MCR-5 variant from Escheichia coli which confers resistance to colistin antibiotics.","MCR phosphoethanolamine transferase","peptide antibiotic",Peptide,"antibiotic target alteration",31484,155
ARO:3004699,sta,"Streptothricin acetyltransferase gene (STAT gene) that confers streptothricin resistance on Escherichia coli and Bacillus subtilis.","streptothricin acetyltransferase (SAT)","nucleoside antibiotic",Nucleoside,"antibiotic inactivation",556,14
ARO:3004704,aadA8b,"aadA8b is an aminoglycoside nucleotidyltransferase gene encoded by plasmids in E. coli; can be created by a recombination event  between aadA1 and aadA2",ANT(3''),"aminoglycoside antibiotic",Aminoglycoside,"antibiotic inactivation",208,2
ARO:3004715,"vga(E) Staphylococcus cohnii","vga(E) gene variant that confers resistance to pleuromutilins, lincosamides and streptogramin A antibiotics in staphylococci","ABC-F ATP-binding cassette ribosomal protection protein","lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic",Multidrug,"antibiotic target protection",162116,1274
ARO:3004719,Tet(X3),"A tetracyline resistance gene located on an approximately 300-kb plasmid, designated p47AB. It inactivates all tetracyclines, including tigecycline, eravacycline, and omadacycline.Adjacent to insertion sequence ISVsa3 on the conjugative plasmid.","tetracycline inactivation enzyme","glycylcycline;tetracycline antibiotic",Tetracycline,"antibiotic inactivation",654,30
ARO:3004720,Tet(X4),"A tetracyline resistance gene located on an approximately 180-kb plasmid, designated p47EC. It inactivates all tetracyclines, including tigecycline, eravacycline, and omadacycline.Adjacent to insertion sequence ISVsa3 on the conjugative plasmid.","tetracycline inactivation enzyme","glycylcycline;tetracycline antibiotic",Tetracycline,"antibiotic inactivation",772,19
ARO:3004730,tva(A),"A pleuromutilin resistance gene encoding a predicted ABC-F transporter. The presence of inhibitory or sub-inhibitory concentrations of tiamulin showed that tva(A) confers reduced pleuromutilin susceptibility that does not lead to clinical resistance but facilitates the development of higher-level resistance via mutations in genes encoding ribosome-associated functions.","ABC-F ATP-binding cassette ribosomal protection protein","lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic",Multidrug,"antibiotic target protection",397552,2473
ARO:3004735,ARL-2,"ARL-2 is a beta-lactamase gene found in Staphylococcus Arlettae.","ARL Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",90,3
ARO:3004737,ARL-4,"ARL-4 is a beta-lactamase gene found in Staphylococcus arlettae.","ARL Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",354,4
ARO:3004738,ARL-5,"ARL-5 is a beta-lactamase gene found in Staphylococcus arlettae.","ARL Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",268,6
ARO:3004739,ARL-6,"ARL-6 is a beta-lactamase gene found in Staphylococcus arlettae.","ARL Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",6,1
ARO:3004740,AST-1,"AST-1 is a broad-spectrum beta-lactamase gene found in Nocardia asteroides.","AST Beta-lactamase",cephalosporin;penam,Beta-lactam,"antibiotic inactivation",232,2
ARO:3004747,BAT-1,"BAT-1 is a class D beta-lactamase found in Bacillus atrophaeus.","BAT Beta-lactamase",cephalosporin,Beta-lactam,"antibiotic inactivation",390,4
ARO:3004749,BCL-1,"BCL-1 is a class A beta-lactamase found in Bacillus clausii.","BCL Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",110,8
ARO:3004755,BIL-1,"BIL-1 is a plasmid-borne beta-lactamase that is also a class C beta-lactamase.","BIL Beta-lactamase",cephalosporin,Beta-lactam,"antibiotic inactivation",150,1
ARO:3004757,BKC-1,"BKC-1 is a beta-lactamase conferring resistance to carbapenem and is found in Brazilian Klebsiella.","BKC Beta-lactamase",carbapenem,Beta-lactam,"antibiotic inactivation",730,5
ARO:3004761,BRO-1,"BRO-1 is a class A beta-lactamase found in M.catarrhalis.","BRO Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",4164,25
ARO:3004762,BRO-2,"BRO-2 is a class A beta-lactamase found in M.catarrhalis.","BRO Beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",476,2
ARO:3004764,CBP-1,"CBP-1 is a class A beta-lactamase gene found in C. botulinum.","CBP beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",886,5
ARO:3004766,CGA-1,"CGA-1 is a class A beta-lactamase gene found in Chryseobacterium gleum.","CGA beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",1692,12
ARO:3004768,CIA-1,"CIA-1 is a class A beta-lactamase gene found in Chryseobacterium indologenes.","CIA beta-lactamase",carbapenem;cephalosporin,Beta-lactam,"antibiotic inactivation",674,2
ARO:3004775,CME-1,"CME-1 is a class A beta-lactamase gene belonging to Chryseobacterium meningosepticum.","CME beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",314,7
ARO:3004777,CMH-1,"CMH-1 is a class C beta-lactamase gene found in Enterobacter cloacae.","CMH beta-lactamase",cephalosporin,Beta-lactam,"antibiotic inactivation",1362,4
ARO:3004778,CMY-135,"CMY-135 is a class C beta-lactamase that confers resistance to cephamycin.","CMY beta-lactamase",cephamycin,Beta-lactam,"antibiotic inactivation",1850,3
ARO:3004780,DES-1,"DES-1 is a class A beta-lactamase gene found in Desulfovibrio desulfuricans.","DES beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",12,1
ARO:3004782,ERP-1,"ERP-1 is a class A beta-lactamase gene found in Erwinia persicina.","ERP beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",2,1
ARO:3004784,FAR-1,"FAR-1 is a class A beta-lactamase gene found in Nocardia farcinica.","FAR beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",558,3
ARO:3004795,FPH-1,"FPH-1 is a carbapenem-hydrolyzing class A beta-lactamase gene found in Francisella philomiragia.","FPH beta-lactamase",penam,Beta-lactam,"antibiotic inactivation",156,2
ARO:3004802,GOB-10,"GOB-10 is a class B beta-lactamase gene found in Chryseobacterium meningosepticum.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",2936,46
ARO:3004803,GOB-11,"GOB-11 is a class B beta-lactamase gene found in Chryseobacterium meningosepticum.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",19260,64
ARO:3004804,GOB-12,"GOB-12 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",486,7
ARO:3004805,GOB-13,"GOB-13 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",780,20
ARO:3004806,GOB-14,"GOB-14 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",288,2
ARO:3004807,GOB-15,"GOB-15 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",1742,14
ARO:3004808,GOB-16,"GOB-16 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",24476,234
ARO:3004809,GOB-2,"GOB-2 is class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",42,1
ARO:3004810,GOB-3,"GOB-3 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",5384,45
ARO:3004811,GOB-4,"GOB-4 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",1534,9
ARO:3004812,GOB-5,"GOB-5 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",4616,9
ARO:3004813,GOB-6,"GOB-6 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",4562,39
ARO:3004814,GOB-7,"GOB-7 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",5206,18
ARO:3004815,GOB-8,"GOB-8 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",160,4
ARO:3004816,GOB-9,"GOB-9 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.","GOB beta-lactamase",carbapenem;cephalosporin;penam,Beta-lactam,"antibiotic inactivation",12398,95
ARO:3004825,LAP-1,"LAP-1 is an Ambler Class A beta-lactamase gene conferring resistance to quinolones.","LAP beta-lactamase","aminoglycoside antibiotic;fluoroquinolone antibiotic;rifamycin antibiotic;tetracycline antibiotic",Multidrug,"antibiotic inactivation",4,1
ARO:3004826,LAP-2,"LAP-2 is an Ambler Class A beta-lactamase gene conferring resistance to quinolones.","LAP beta-lactamase","aminoglycoside antibiotic;fluoroquinolone antibiotic;rifamycin antibiotic;tetracycline antibiotic",Multidrug,"antibiotic inactivation",10,2
ARO:3004828,LEN-36,"LEN-36 is a class A beta-lactamase gene found in Klebsiella variicola.","LEN beta-lactamase",penam;penem,Beta-lactam,"antibiotic inactivation",16,1
ARO:3004848,LEN-55,"A class-A broad-spectrum beta-lactamase from Klebsiella","LEN beta-lactamase",penam;penem,Beta-lactam,"antibiotic inactivation",6,1
ARO:3004870,NDM-27,"A class B New Delhi metallo-beta-lactamase and NDM-1 variant","NDM beta-lactamase",carbapenem;cephalosporin;cephamycin;penam,Beta-lactam,"antibiotic inactivation",14,1
ARO:3005006,tet(57),"A tetracycline efflux MFS Transporter from Providencia sp. Y14","tetracycline-resistant ribosomal protection protein","tetracycline antibiotic",Tetracycline,"antibiotic target protection",30,1
